Link to Ambiente profile page,Hall,Stand,Company Name,Company Website,Country of Origin,General contact email,Our contact persons,Email contact persons,Role,LinkedIn Page,Keywords
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/damga-makina-ve-mutfak-esyalari-san-ve-tic-ltd-sti.html,11.0,D05,Damga Makina ve Mutfak Esyalari San. ve Tic Ltd. Sti,www.imzacay.com,Türkiye,info@damga.com.tr,,,,,"boiler,drinking hot water boiler tea urn, samovar, turkish coffee machine with sand, Coffee Maker Hot Water Urn, turkısh tea machine"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/damiano-latini-srl.html,3.1,H75,Damiano Latini S.r.l.,www.damianolatini.it,Italy,info@damianolatini.it,Luca Belloli,,,,"bookcase, kitchen accessories, living modular systems, Made in italy, kitchen racks"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/dankotuwa-porcelain-plc.html,12.0,A37,Dankotuwa Porcelain PLC,www.dankotuwa.com,Sri Lanka,info@dankotuwa.com,,,,,"PORCELAIN TABLEWARE, PORCELAIN DINNERWARE, PORCELAIN PLATES, PORCELAIN TEA SETS, PORCELAIN CUPS &amp; BOWLS"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/oberg-associates-ltd-1.html,3.0,A60,DANNY THE DOG CAR FRESHENERS,www.dannythedog.eu,Ireland,mark@maxbenjamin.ie,mark van den bergh,,Engineering/Design,,"car air fresheners, car fragrance, air fresheners, Danny the Dog car air fresheners"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/dantotex-srl.html,9.3,D51,Dantotex S.r.l.,www.dantotex.com,Italy,alessia@dantotex.com,"Daniele Popolla, Alessia Berno",,,,"PVC tablecloth, doormat, PVC and rubber runner rugs, hometextile, antislip rubber"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/zhejiang-daqian-painting-materials-co--ltd.html,10.0,A78,"Zhejiang Daqian Painting Materials Co., Ltd.",,China,jennifer@hypencil.com,"Fengyu Weng, Ya Yang, Mengya Xie",,"Sales , Sales , Sales ",,"Wooden pencil , Color pencil, Plastic pencil, Crayons, Paint"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/pt-dara-gabali-putra.html,10.4,B35,Pt. Dara Gabali Putra,,Indonesia,dara.gabali@gmail.com,MIRA YURISTIANTI,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/dashing-international-ltd.html,10.0,C26B,Dashing International Ltd.,,Hong Kong,dashingscissors@gmail.com,,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/david-fussenegger-textil-gmbh.html,3.1,F29,David Fussenegger Textil GmbH,www.davidfussenegger.com,Austria,info@davidfussenegger.com,,,,,"Zierkissen, Babydecken, Teppiche, Wohndecken, throws"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/david-mellor-design-ltd.html,12.1,C71,David Mellor,www.davidmellordesign.co.uk,Great Britain and Northern Ireland,trade@davidmellordesign.co.uk,,,,,"Cutlery, Flatware, Tableware, New, Horeca"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/dayes-ltd.html,9.0,C72,Dayes Ltd,,Great Britain and Northern Ireland,nick.squire@dayesuk.com,,,,,"Kitchen gadgets, Bakeware, Baking, UK manufacture, Cooking"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eader-melamine-co-ltd.html,11.1,F49,"Eader Melamine Co., Ltd.",www.eader.co.kr,"Korea, the Republic of (South)",ha6055@naver.com,,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eagle-products-textil-gmbh.html,3.1,F75,Eagle Products Textil GmbH,http://www.eagle-products.de,Germany,barbara.sprinzl@eagle-products.de,"Christian Hagen, Barbara Sprinzl",,"Sales , PR",,"Decken, Blankets, Schals, Fleecedecken, Plaids"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/earthbags-export-pvt-ltd.html,10.1,D62,Earthbags Export Pvt Ltd,www.earthbags.com,India,ah@earthbags.com,,,,,"Jute Bags, Canvas Bags, Beach Bags, Gift Bags, Wine Bags"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/east-coast-industries.html,10.3,F11,East Coast Industries,www.eastcoastinds.com,India,ahmed@eastcoastinds.com,,,,,"Lighting, Lamp, Furniture, Home decoration, Natural Materials"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/pt-eastern-living-international.html,10.4,A01,PT. Eastern Living International,www.eastern-living.com,Indonesia,info@eastern-living.com,,,,,"Natural Material , Basket, Terracota , Vase, Mirror"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eastern-trading-agencies-bv.html,10.1,B86,Eastern Trading Agencies B.V.,www.eastern-trading.com,Netherlands,info@eastern-trading.com,,,,,"Incense, Green Tree, Incense, Green Tree, White Sage"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/the-east-india-natural-goods-co.html,10.4,F40C,The East India Natural Goods Co.,www.eastindianatural.com,India,jkdaniel@eastindianatural.com,,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/easton-industrial-ltd.html,10.2,C55,Easton Industrial Ltd.,,Hong Kong,sales@easton.com.hk,,,,,"Stoneware, Ceramic, Plates, Mugs, Dinnerware"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eastwood-international.html,10.4,C46,EASTWOOD International,,India,danish@eastwoodint.com,,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eaton-home--dining-ltd.html,12.0,E50,Eaton Home &amp; Dining Ltd.,www.eatondining.com,Great Britain and Northern Ireland,agnes@eatondining.com,,,,linkedin,"Tableware, Christmas, Opal Glass, Serveware, Mugs"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ebano-internacional-sa.html,12.1,B57,"Ebano Internacional, S.A.",www.ebanointernacional.com,Spain,ebano@ebanointernacional.com,,,,,"Sculptures, Bronze, Stones, Art, Luxury"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eb33-fashions-private-limited.html,10.4,F40F,EBb33 Fashions Private Limited,,India,ss@eb33.in,,,,,"Handicraft Decor, India, Casting, Bar, Sculpture"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ebest-digital-technology-ltd.html,CMF.2,B10,Ebest Digital Technology LTD,www.china-ebest.com,China,vickydai@china-ebest.com,"Vicky Dai, Joe Xu",,"Sales , Sales ",,"EBEST, Toner cartridge, Drum unit, Developer, Copier parts"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ebnat-ag.html,9.2,B73,Ebnat AG,www.ebnat.ch,Switzerland,info@ebnat.ch,"Peter Langenegger, Andreas  Flück, Kristina Zaugg",,"Sales , Sales , Sales ",linkedin,"Besen, T&uuml;cher, Schw&auml;mme, B&uuml;rsten, Aufbewahrung, Bodenwischer, Grillb&uuml;rsten, Abwaschb&uuml;rsten, Sp&uuml;lb&uuml;rsten, Reinigung, Haushaltsreinigung, Dishbrush, Grillbrush, clean household, broom"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eco-craft.html,10.4,D51,Eco Craft,www.ecocraftbangladesh.com,Bangladesh,rubaiyafarhana@gmail.com,Rubaiya Farhana Khandkar,,,,"Nursery Pot, Floor mat, Sustainable bags, Storage basket, Jute planters"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecofurn-finland-oy.html,3.1,H02,EcoFurn Finland Oy,www.ecofurn.eu,Finland,esa@ecofurn.eu,,,,,"Garden furniture, EcoChair, Garden furniture, Ecological Furniture, EcoChair"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eco-jute-pvt-ltd.html,10.1,B58,Eco Jute Pvt. Ltd.,www.ecojuteindia.com,India,info@ecojuteindia.com,,,,,
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecolgreentec-co-ltd.html,11.1,G40D,"Ecolgreentec Co., Ltd.",,"Korea, the Republic of (South)",gylee@ecolgreen.com,,,,,"eco-friendly, bio-compostable, portable, convenience, disposable"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecoline-exim-pvt-ltd.html,10.1,E60A,Ecoline Exim Pvt. Ltd.,www.ecoline.net.in,India,sudarshan@ecoline.net.in,,,,,"Recycled Cotton Bags, Fairtrade Cotton Bags, Jute Bags, Organic Cotton Bags, Oeko Tex Certified Cotton Bags"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecological-fibers-inc.html,2.0,E50,"Ecological Fibers, Inc.",www.ecofibers.com,United States,info@ecofibers.com,"None None, John C. Quill, Jared Quill",,"Marketing/Advertising, Sales , Sales ",,"Plastic Free, Coated Paper, Sustainable, Paper, Rainbow"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/eco-plast-srl.html,9.1,C31,ECO-PLAST SRL,https://robedicasa.store/,Italy,mm@eco-plast.it,Marco Molinari,,Export,,"Houseware, Food storage containers, Design, Household, Ho.re.ca"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecoplast-srl.html,9.2,C76,ECOPLAST SRL,www.ecoplast-srl.it,Italy,salvatoregatto@ecoplast-srl.it,"Fabrizio Ventura, Salvatore Gatto",,Sales ,,"plastic containers, recycled plastic, household, waste bins, DIY plastic article"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/esl-distribution-pty-ltd.html,9.1,F42,EcoSouLife,www.ecosoulife.com,Australia,info@ecosoulife.com,"Sharon Benjamin, Gal Benjamin, Daniel Benjamin",,"Sales , Production, Engineering/Design",linkedin,"eco-friendly , sustainable , compostable, disposable , natural"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/ecs-cleaning-solutions-gmbh.html,2.0,C38,ECS Cleaning Solutions GmbH,www.ecsag.com,Germany,gukleinmann@gekace.com,Gunnar Kleinmann,,General management ,,"Reinigung, Cleaning, Screen Cleaning, Bildschirmreinigung, Sprayduster"
https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search.detail.html/etablissements-georges-david-sas.html,9.2,B49,EDA,www.groupe-eda.com,France,info@groupe-eda.com,,,,linkedin,"EDA, storage box, storage, household goods"
