SCRAPE_TIME,REQUEST_TIME,LISTING_NAME,LISTING_LINK,LISTING_USE,LISTING_ADDRESS,LISTING_DESCRIPTION,HAS_VIDEOS,HAS_VIRTUAL_TOUR,HAS_EMAIL,PRICE,PHONE_NUMBER,HAS_IMAGE,SPECIAL_TEXT
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Avana City North,https://www.apartments.com/avana-city-north-atlanta-ga/c0z78xg/,,"3421 Northlake Pky NE, Atlanta, GA 30345","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Stainless Steel Appliances, Controlled Access",False,True,True,"$1,219 - 3,208",(678) 515-9980,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,12th and James Luxury Apartments,https://www.apartments.com/12th-and-james-luxury-apartments-atlanta-ga/mcqdfkh/,,"1212 James Jackson Pky, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Maintenance on site, Controlled Access",False,True,True,"$1,387 - 1,817",(470) 823-9313,False,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Mount Vernon Flats at The Perimeter,https://www.apartments.com/mount-vernon-flats-at-the-perimeter-atlanta-ga/2b1y559/,,"1265 Mount Vernon Hwy, Atlanta, GA 30338","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony",True,True,True,"$1,567 - 4,429",(888) 565-6527,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Westmount at Ashwood,https://www.apartments.com/westmount-at-ashwood-atlanta-ga/w1vbwfj/,,"1000 Ashwood Pky, Atlanta, GA 30338","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Clubhouse, Balcony",True,True,True,"$1,840 - 3,952",(678) 374-2884,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marq Eight,https://www.apartments.com/marq-eight-atlanta-ga/1fjjk44/,,"8 Perimeter Ctr E, Atlanta, GA 30346","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, Clubhouse, Grill, Business Center, Controlled Access, Furnished",False,True,True,"$1,519 - 3,419",(833) 503-1675,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,CoHo Apartments,https://www.apartments.com/coho-apartments-atlanta-ga/dtjm23h/,,"177 N Colonial Homes Circle NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Balcony, Maintenance on site, High-Speed Internet, Patio",True,True,True,"$1,539 - 2,299",(470) 944-8541,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,AMLI Ponce Park,https://www.apartments.com/amli-ponce-park-atlanta-ga/g8y1rxz/,Studio,"641 NE North Ave, Atlanta, GA 30308","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,869 - 4,777",(470) 401-0637,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,@1377,https://www.apartments.com/1377-atlanta-ga/h1p0tk1/,Studio,"1377 Dresden Dr NE, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Walk-In Closets, High-Speed Internet, Patio, Stainless Steel Appliances, Ceiling Fans, Granite Countertops",False,True,True,"$1,855 - 2,529",(470) 944-3752,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Skyhouse Buckhead,https://www.apartments.com/skyhouse-buckhead-atlanta-ga/hh1gze2/,Studio,"3390 Stratford Rd, Atlanta, GA 30326","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,550 - 4,065",(470) 435-8804,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Bell Terminus,https://www.apartments.com/bell-terminus-atlanta-ga/x1s1gbq/,Studio,"20 Terminus Pl, Atlanta, GA 30305","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,315 - 3,894",(470) 944-3188,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Residence Buckhead Atlanta,https://www.apartments.com/the-residence-buckhead-atlanta-atlanta-ga/678rj5v/,Studio,"297 E Paces Ferry Rd NE, Atlanta, GA 30305","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Clubhouse",True,True,True,"$1,830 - 8,385",(470) 944-3281,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Gables Brookhaven,https://www.apartments.com/gables-brookhaven-atlanta-ga/sw79w54/,Studio,"4420 Peachtree Rd NE, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Business Center, Hardwood Floors",True,True,True,"$1,376 - 4,994",(470) 944-3345,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,131 Ponce,https://www.apartments.com/131-ponce-atlanta-ga/3w7rk8f/,Studio,"131 Ponce de Leon Ave NE, Atlanta, GA 30308","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Stainless Steel Appliances, Elevator",True,True,True,"$1,300 - 4,700",(470) 944-1720,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Hanover Buckhead Village,https://www.apartments.com/hanover-buckhead-village-atlanta-ga/k3vgf58/,Studio,"3150 Roswell Rd NW, Atlanta, GA 30305","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,692 - 9,283",(470) 944-8273,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Park at Peachtree Hills,https://www.apartments.com/the-park-at-peachtree-hills-atlanta-ga/6l0q2rs/,Studio,"480 NE Peachtree Hills Ave, Atlanta, GA 30305","Dog & Cat Friendly, Pool, In Unit Washer & Dryer, Walk-In Closets, High-Speed Internet, Hardwood Floors, Laundry Facilities, EV Charging",False,True,True,"$1,080 - 1,550",(470) 944-9715,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Paces Ridge at Vinings,https://www.apartments.com/paces-ridge-at-vinings-atlanta-ga/qyrt4hw/,,"3900 Paces Walk SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse",True,True,True,"$1,370 - 2,360",(470) 944-5968,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Aspire Perimeter,https://www.apartments.com/aspire-perimeter-atlanta-ga/jvgtde7/,,"5385 Peachtree Dunwoody Rd NE, Atlanta, GA 30342","Dog & Cat Friendly, Dishwasher",True,True,True,"$1,411 - 3,249",(855) 921-5666,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Emory Point,https://www.apartments.com/emory-point-atlanta-ga/ht6dhg3/,Studio,"855 Emory Point Dr NE, Atlanta, GA 30329","Dog & Cat Friendly, Fitness Center, Pool, EV Charging",False,True,True,"$1,504 - 8,278",(470) 944-5651,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Buckhead 960,https://www.apartments.com/buckhead-960-atlanta-ga/rv0ktq3/,Studio,"960 E Paces Ferry Rd NE, Atlanta, GA 30326","Dog & Cat Friendly, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Balcony, Range",False,True,True,"$1,297 - 2,745",(470) 944-7265,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Indigo Buckhead,https://www.apartments.com/the-indigo-buckhead-atlanta-ga/7yd4fhx/,,"2515 Northeast Expy NE, Atlanta, GA 30345","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Clubhouse, Grill, Laundry Facilities, Playground",False,True,True,"$950 - 1,690",(470) 944-5909,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic Aerotropolis,https://www.apartments.com/the-atlantic-aerotropolis-atlanta-ga/kn32cm8/,,"3640 S Fulton Ave, Atlanta, GA 30354","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Balcony, Range",True,True,True,"$1,193 - 2,576",(470) 401-0297,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Bower Westside,https://www.apartments.com/bower-westside-atlanta-ga/v1xnwee/,,"1000 Northside Dr, Atlanta, GA 30318","Dog & Cat Friendly, Pool, Dishwasher, Stainless Steel Appliances, Business Center, Package Service, Granite Countertops",True,True,True,"$1,266 - 8,717",(470) 661-0824,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,755 North,https://www.apartments.com/755-north-atlanta-ga/gddqx9w/,Studio,"755 North Ave NE, Atlanta, GA 30306","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Clubhouse, Package Service, Controlled Access, Elevator",True,True,True,"$1,698 - 4,399",(470) 944-6965,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,MAA Dunwoody,https://www.apartments.com/maa-dunwoody-atlanta-ga/v4l1dxe/,,"4777 Ashford Dunwoody Rd, Atlanta, GA 30338","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,403 - 4,747",(470) 458-9155,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marquis at Perimeter Center,https://www.apartments.com/marquis-at-perimeter-center-atlanta-ga/y5zkyqv/,,"57 Trowbridge Lake Rd, Atlanta, GA 30328","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony",True,True,True,"$1,469 - 3,469",(844) 919-4951,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Legacy at Druid Hills,https://www.apartments.com/the-legacy-at-druid-hills-atlanta-ga/m1ftqhh/,,"1491 N Druid Valley Dr, Atlanta, GA 30329","Dog & Cat Friendly, Fitness Center, Walk-In Closets, Clubhouse, Balcony, High-Speed Internet, Property Manager on Site, Laundry Facilities",True,True,True,"$822 - 2,701",(470) 944-3385,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Steelworks,https://www.apartments.com/steelworks-atlanta-ga/mqwssnh/,,"1220 Mecaslin St NW, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Clubhouse, Balcony",False,True,True,"$1,448 - 10,172",(470) 944-3071,True,2 Months Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Aster Buckhead,https://www.apartments.com/aster-buckhead-atlanta-ga/nml0gvq/,,"2900 Pharr Court South, Atlanta, GA 30305","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony",False,True,True,"$1,140 - 2,310",(470) 260-2619,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marq Perimeter,https://www.apartments.com/marq-perimeter-atlanta-ga/hd7w3h2/,,"31 Perimeter Ctr E, Atlanta, GA 30346","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, High-Speed Internet, Business Center, Controlled Access, Smoke Free",True,True,True,"$1,399 - 3,489",(833) 788-1095,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Vinings RiverVue,https://www.apartments.com/vinings-rivervue-atlanta-ga/gvm4k8w/,,"4545 River Pky SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Clubhouse, Balcony",True,True,True,"$1,216 - 2,934",(470) 944-1906,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,MAA Centennial Park,https://www.apartments.com/maa-centennial-park-atlanta-ga/cd80n3f/,Studio,"305 Centennial Olympic Park Dr NW, Atlanta, GA 30313","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Controlled Access",True,True,True,"$1,430 - 4,795",(470) 823-8057,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Windsor Vinings,https://www.apartments.com/windsor-vinings-atlanta-ga/evwjjsp/,,"4695 N Church Ln SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, High-Speed Internet, Package Service",True,True,True,"$1,470 - 4,064",(470) 435-7790,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Willowest in Vinings,https://www.apartments.com/willowest-in-vinings-atlanta-ga/r9nw601/,,"50 Adams Lake Blvd, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, Maintenance on site, Disposal",True,True,True,"$1,268 - 3,782",(706) 709-0723,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marquis Midtown District,https://www.apartments.com/marquis-midtown-district-atlanta-ga/tz9g5r9/,,"415 NE Armour Dr, Atlanta, GA 30324","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",False,True,True,"$1,419 - 3,089",(470) 885-7159,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Calibre Springs,https://www.apartments.com/calibre-springs-atlanta-ga/75c64ly/,,"800 NE Lake Placid Dr, Atlanta, GA 30342","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Maintenance on site, Controlled Access, Laundry Facilities",True,True,True,"$1,369 - 1,886",(470) 944-6888,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Dunwoody Village,https://www.apartments.com/dunwoody-village-atlanta-ga/6lxcqyt/,,"2311 Dunwoody Xing, Atlanta, GA 30338","Dog & Cat Friendly, Fitness Center, Dishwasher, Refrigerator, Walk-In Closets, Balcony, Range, Disposal",False,True,True,"$1,130 - 2,988",(470) 944-6221,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Collier Ridge,https://www.apartments.com/collier-ridge-atlanta-ga/2v3ve0c/,,"100 Noble Creek Dr, Atlanta, GA 30327","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,599 - 3,643",(470) 823-1176,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Bell Vinings,https://www.apartments.com/bell-vinings-atlanta-ga/ntnt0lq/,,"3151 Stillhouse Creek Dr, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, In Unit Washer & Dryer, Walk-In Closets, Stainless Steel Appliances, Business Center, Granite Countertops, Hardwood Floors",True,True,True,"$1,573 - 9,506",(855) 957-2638,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Flats at Atlantic Station Student Housing,https://www.apartments.com/the-flats-at-atlantic-station-student-housing-atlanta-ga/yf2ntst/,,"450 16th St NW, Atlanta, GA 30363","Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",False,True,True,"$1,120 - 1,185",(470) 944-5112,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Drexel Collective,https://www.apartments.com/the-drexel-collective-atlanta-ga/hprd3c1/,,"100 Drexel Pt, Atlanta, GA 30346","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Clubhouse, Balcony",True,True,True,"$1,369 - 8,206",(855) 525-5891,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Pencil Factory Flats,https://www.apartments.com/pencil-factory-flats-atlanta-ga/beqvl9b/,Studio,"349 Decatur St SE, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,185 - 2,828",(470) 944-3566,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,WestHaven At Vinings,https://www.apartments.com/westhaven-at-vinings-atlanta-ga/k06veq9/,,"5900 Suffex Green Ln, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, Walk-In Closets, Clubhouse, Range",True,True,True,"$1,057 - 2,273",(470) 944-7056,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Apex West Midtown,https://www.apartments.com/apex-west-midtown-atlanta-ga/fw5jryv/,Studio,"1133 Huff Rd, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Maintenance on site",True,True,True,"$1,299 - 3,819",(470) 823-7683,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Virginia Highlands,https://www.apartments.com/virginia-highlands-atlanta-ga/wwxvk7k/,,"609 Virginia Ave NE, Atlanta, GA 30306","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,575 - 2,425",(470) 823-8966,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Rocca,https://www.apartments.com/the-rocca-atlanta-ga/j6cdsd4/,Studio,"3280 Northside Pky NW, Atlanta, GA 30327","Dog & Cat Friendly, Fitness Center, Pool, Refrigerator, Kitchen, In Unit Washer & Dryer, Clubhouse, Balcony, Range",True,True,True,"$1,490 - 7,448",(678) 666-2891,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Lofts at Twenty25,https://www.apartments.com/lofts-at-twenty25-atlanta-ga/6l920kt/,,"2025 Peachtree Rd, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, Stainless Steel Appliances, Granite Countertops, Elevator",True,True,True,"$1,199 - 1,999",(470) 944-7454,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Canopy West Apartments,https://www.apartments.com/canopy-west-apartments-atlanta-ga/10hjjk4/,,"2929 Landrum Dr SW, Atlanta, GA 30311","Dog & Cat Friendly, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony, Maintenance on site",True,True,True,"$1,250 - 1,750",(404) 882-6924,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,MAA Riverside,https://www.apartments.com/maa-riverside-atlanta-ga/m1b7dwj/,,"4403 Northside Pky NW, Atlanta, GA 30327","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,415 - 5,950",(470) 944-9636,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Spaulding Hills,https://www.apartments.com/spaulding-hills-atlanta-ga/vk5zsmd/,,"6701 Winterbrook Ct, Atlanta, GA 30360","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Maintenance on site",True,True,True,"$1,450 - 1,775",(470) 944-7229,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic River West,https://www.apartments.com/the-atlantic-river-west-atlanta-ga/bfbqppb/,,"1104 Westchase St, Atlanta, GA 30336","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,377 - 3,030",(844) 997-4513,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Rosemont Dunwoody,https://www.apartments.com/rosemont-dunwoody-atlanta-ga/mqf040h/,,"501 Northridge Rd, Atlanta, GA 30350","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, Walk-In Closets, Balcony",True,True,True,"$1,076 - 1,852",(888) 302-7430,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Anthem on Ashley,https://www.apartments.com/anthem-on-ashley-atlanta-ga/p1sh2ft/,,"720 Ralph McGill Blvd NE, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Clubhouse, Range, Patio, Concierge",True,True,True,"$1,729 - 3,224",(470) 944-5745,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Gables Mill,https://www.apartments.com/gables-mill-atlanta-ga/f55n8tv/,,"100 Akers Ridge Dr, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Maintenance on site, Business Center, Package Service, Controlled Access, Tennis",True,True,True,"$1,256 - 3,335",(470) 823-7329,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Aspire Lenox Park,https://www.apartments.com/aspire-lenox-park-atlanta-ga/zrmk51y/,,"1050 Lenox Park Blvd NE, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, Maintenance on site",True,True,True,"$1,516 - 12,705",(470) 944-5643,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Berkeley Heights,https://www.apartments.com/berkeley-heights-atlanta-ga/43pl8sj/,,"1700 Northside Dr NW, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",False,True,True,"$1,330 - 4,646",(470) 309-0467,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Harrison,https://www.apartments.com/the-harrison-atlanta-ga/cydgevf/,,"5675 Roswell Rd, Atlanta, GA 30342","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, High-Speed Internet, Stainless Steel Appliances",True,True,True,"$1,329 - 3,179",(833) 685-4055,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,MAA Glen,https://www.apartments.com/maa-glen-atlanta-ga/1vrbc67/,,"4120 Peachtree Rd NE, Atlanta, GA 30319","Dog & Cat Friendly, Fitness Center, Pool, Kitchen, In Unit Washer & Dryer, Clubhouse, Maintenance on site, High-Speed Internet",False,True,True,"$1,260 - 4,930",(470) 264-3411,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marquis Midtown West,https://www.apartments.com/marquis-midtown-west-atlanta-ga/y6snbtv/,,"1224 Defoor Village Ct NW, Atlanta, GA 30318","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Balcony",True,True,True,"$1,189 - 3,079",(470) 944-5299,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,IMT BUCKHEAD ON 26TH,https://www.apartments.com/imt-buckhead-on-26th-atlanta-ga/ffqltfv/,Studio,"225 26th St NW, Atlanta, GA 30309","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Walk-In Closets, Clubhouse, Balcony, Range, Maintenance on site",True,True,True,"$1,310 - 2,205",(470) 615-5872,True,Discounts
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Tuscany at Lindbergh,https://www.apartments.com/tuscany-at-lindbergh-atlanta-ga/qvlc5vx/,,"600 Garson Dr NE, Atlanta, GA 30324","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, In Unit Washer & Dryer, Walk-In Closets, Clubhouse",True,True,True,"$1,349 - 3,089",(470) 944-3773,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,400 Winchester,https://www.apartments.com/400-winchester-atlanta-ga/vbjg48e/,,"400 Winchester Trl SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Clubhouse, Balcony, Maintenance on site, Disposal",False,True,True,"$1,370 - 2,065",(470) 944-3368,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Marq at Brookhaven,https://www.apartments.com/marq-at-brookhaven-atlanta-ga/20e69wc/,,"50 Lincoln Court Ave, Atlanta, GA 30329","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Balcony",True,True,True,"$1,299 - 6,319",(470) 480-1069,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Wildwood Ridge,https://www.apartments.com/wildwood-ridge-atlanta-ga/ejwhm8p/,,"1000 Shadowood Pky SE, Atlanta, GA 30339","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Kitchen, Walk-In Closets, Clubhouse, Range",True,True,True,"$1,379 - 3,522",(706) 709-0150,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Flats on Maple Street,https://www.apartments.com/flats-on-maple-street-atlanta-ga/penktpr/,,"55 Maple St NW, Atlanta, GA 30314","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, In Unit Washer & Dryer, Disposal, Microwave, CableReady",False,True,True,"$1,329 - 2,135",(470) 944-5702,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Rock Springs Village,https://www.apartments.com/rock-springs-village-atlanta-ga/2yv6sj9/,,"550 Rock Springs Ct NE, Atlanta, GA 30306","Dog & Cat Friendly, Fitness Center, Pool, In Unit Washer & Dryer, Balcony, High-Speed Internet, Stainless Steel Appliances, Business Center, Courtyard",False,True,True,"$1,377 - 8,891",(470) 944-5727,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,AMLI Parkside,https://www.apartments.com/amli-parkside-atlanta-ga/346ytbe/,Studio,"660 Ralph McGill Blvd, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,683 - 3,946",(470) 944-1717,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Atlantic North Highland,https://www.apartments.com/the-atlantic-north-highland-atlanta-ga/z59blhw/,,"433 Highland Ave NE, Atlanta, GA 30312","Dog & Cat Friendly, Fitness Center, Pool, Dishwasher, Refrigerator, Kitchen, In Unit Washer & Dryer, Walk-In Closets",True,True,True,"$1,290 - 3,085",(470) 944-3317,True,1 Month Free
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Willowest in Collier Hills,https://www.apartments.com/willowest-in-collier-hills-atlanta-ga/b47p9p8/,,"914 Collier Rd NW, Atlanta, GA 30318","Dog & Cat Friendly, High-Speed Internet",True,True,True,"$1,290 - 2,943",(470) 944-9885,True,Specials
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,The Peninsula at Buckhead,https://www.apartments.com/the-peninsula-at-buckhead-atlanta-ga/gbty2fy/,,"2591 Piedmont Rd NE, Atlanta, GA 30324","Dog & Cat Friendly, Dishwasher, In Unit Washer & Dryer, Maintenance on site, Stainless Steel Appliances, Granite Countertops, Rooftop Deck",True,True,True,"$1,432 - 2,235",(470) 279-4429,True,
2024-01-31 11:17 AM EST,2024-01-31 11:31 AM EST,Jefferson at the Perimeter Apartments,https://www.apartments.com/jefferson-at-the-perimeter-apartments-atlanta-ga/9wfjd46/,Studio,"4867 Ashford Dunwoody Rd, Atlanta, GA 30338","Fitness Center, Pool, Dishwasher, Refrigerator, In Unit Washer & Dryer, Walk-In Closets, Balcony, Maintenance on site",True,True,True,"$1,290 - 3,755",(470) 354-0071,True,
